[31-01-2017 10-09-57] INFO: Initialized video subsystem
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 250, 240
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 258, 243
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 266, 244
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 278, 248
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 284, 249
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 296, 253
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 308, 257
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 318, 260
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 329, 262
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 339, 264
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 349, 267
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 360, 269
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 376, 273
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 384, 276
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 392, 280
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 397, 282
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 404, 285
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 407, 287
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 409, 289
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 412, 292
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 413, 293
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 414, 296
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 415, 298
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 416, 302
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 416, 304
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 416, 307
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 416, 311
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 416, 312
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 415, 315
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 414, 317
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 413, 318
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 411, 320
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 410, 322
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 406, 326
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 403, 328
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 399, 330
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 394, 333
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 390, 336
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 387, 336
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 381, 339
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 375, 340
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 368, 343
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 359, 344
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 349, 346
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 341, 348
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 333, 349
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 326, 352
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 321, 355
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 313, 359
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 309, 360
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 306, 362
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 304, 365
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 302, 367
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 299, 370
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 297, 373
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 295, 376
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 294, 377
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 293, 380
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 293, 383
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 293, 385
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 293, 388
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 293, 391
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 293, 393
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 293, 396
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 294, 397
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 296, 400
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 297, 402
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 298, 402
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 300, 405
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 301, 406
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 303, 407
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 306, 407
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 310, 408
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 318, 409
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 326, 410
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 333, 410
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 342, 412
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 350, 413
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 357, 413
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 370, 413
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 379, 413
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 391, 413
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 401, 413
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 417, 413
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 428, 413
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 438, 413
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 448, 412
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 455, 411
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 461, 411
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 467, 409
[31-01-2017 10-23-17] DEBUG: Mouse Moved: 470, 409
[31-01-2017 10-23-18] DEBUG: Mouse Moved: 474, 408
[31-01-2017 10-23-18] DEBUG: Mouse Moved: 478, 407
[31-01-2017 10-23-18] DEBUG: Mouse Moved: 480, 405
[31-01-2017 10-23-18] DEBUG: Mouse Moved: 482, 405
